1/L/200,1/L/k,2/L/sqrt(k)
1.2316643628408264,2.1153683885867642,1.8769214000897412
0.07014019353631508,1.8912692945424578,0.3208809977359283
0.0025480850263086266,2.2061770503069917,0.12119315181760829
0.0016276467698200531,2.303480672172282,0.11211815178715505
0.002269562014503253,2.3300850529566706,0.1157349829320673
0.0026127582286244702,2.3380977939309964,0.11758470120671667
0.002734310190369567,2.340737534681607,0.11819334411964413
0.0027739565253907467,2.341676376290003,0.11837474687642657
0.0027872093423581515,2.3420312567502286,0.11842888868928675
0.002791876469281422,2.3421714398960396,0.11844557977161434
0.0027935984107277413,2.3422284788234196,0.11845086811122449
0.002794254690761879,2.342252137986714,0.11845254935969493
0.002794509797429705,2.342262075122004,0.11845306557957254
0.0027946099682949047,2.3422662841801927,0.11845320831045146
0.0027946494148755035,2.342268077820094,0.11845323702014153
0.002794664902084136,2.3422688457504006,0.1184532352033628
0.0027946709313908307,2.3422691758267153,0.11845322807571729
0.0027946732451491823,2.342269318201489,0.11845322210625979
0.002794674113763941,2.342269379815907,0.11845321819252408
0.0027946744291900976,2.342269406565398,0.11845321587973962
0.0027946745378376416,2.342269418215098,0.11845321458913444
0.002794674571907881,2.3422694233046877,0.1184532138944101
0.002794674580617941,2.342269425535128,0.11845321352960772
0.002794674581597906,2.342269426515731,0.11845321334142365
0.0027946745806818113,2.342269426948251,0.11845321324564594
0.002794674579662981,2.342269427139601,0.11845321319744496
0.0027946745789209763,2.3422694272245606,0.11845321317337065
0.002794674578452261,2.3422694272623206,0.11845321316141728
0.0027946745782105745,2.3422694272791356,0.11845321315548424
0.002794674578054245,2.342269427286798,0.11845321315264325
0.002794674577985123,2.3422694272901947,0.11845321315120512
0.002794674577942172,2.3422694272917424,0.11845321315055038
0.0027946745779355167,2.3422694272924462,0.1184532131501283
0.0027946745779214694,2.342269427292788,0.11845321315002108
0.0027946745779069103,2.3422694272929383,0.11845321314994543
0.002794674577898936,2.3422694272930094,0.11845321314989954
0.002794674577900865,2.3422694272930253,0.11845321314987341
0.002794674577900173,2.342269427293037,0.11845321314986282
0.002794674577902936,2.3422694272930444,0.11845321314985881
0.0027946745779015717,2.3422694272930458,0.11845321314986877
0.0027946745779014594,2.3422694272930453,0.11845321314986618
0.002794674577902397,2.3422694272930444,0.11845321314986267
0.0027946745779011645,2.3422694272930418,0.11845321314985861
0.0027946745779012356,2.3422694272930427,0.11845321314985705
0.002794674577901263,2.342269427293043,0.11845321314985724
0.0027946745779017417,2.3422694272930427,0.11845321314985552
0.0027946745779009164,2.3422694272930427,0.11845321314986385
0.0027946745779031733,2.34226942729304,0.11845321314985774
0.002794674577902673,2.342269427293044,0.11845321314985441
0.0027946745779011983,2.3422694272930418,0.11845321314986515
0.0027946745779010725,2.342269427293044,0.11845321314985308
0.002794674577899755,2.342269427293044,0.118453213149859
0.002794674577901496,2.3422694272930427,0.11845321314985487
0.0027946745779002203,2.3422694272930427,0.11845321314984787
0.00279467457790067,2.342269427293044,0.11845321314985746
0.002794674577901474,2.3422694272930413,0.11845321314987291
0.0027946745779007845,2.3422694272930413,0.11845321314986328
0.0027946745779021762,2.342269427293044,0.1184532131498653
0.0027946745779024247,2.3422694272930418,0.11845321314985846
0.0027946745779023527,2.342269427293044,0.11845321314986121
0.002794674577900965,2.3422694272930444,0.11845321314985131
0.002794674577901153,2.342269427293044,0.11845321314985299
0.0027946745779027183,2.3422694272930418,0.11845321314986114
0.0027946745779013874,2.3422694272930444,0.11845321314986354
0.0027946745779017577,2.3422694272930418,0.11845321314985739
0.002794674577903057,2.342269427293044,0.11845321314985109
0.002794674577902044,2.3422694272930418,0.11845321314984532
0.0027946745779020956,2.3422694272930404,0.11845321314984776
0.0027946745779020197,2.342269427293044,0.11845321314985842
0.002794674577902693,2.3422694272930427,0.11845321314986038
0.002794674577902574,2.3422694272930444,0.11845321314985903
0.002794674577902974,2.342269427293044,0.11845321314984684
0.0027946745779024278,2.342269427293044,0.1184532131498551
0.002794674577902031,2.3422694272930418,0.1184532131498473
0.0027946745779021767,2.3422694272930427,0.11845321314984983
0.0027946745779018956,2.3422694272930453,0.11845321314986029
0.0027946745779029404,2.3422694272930444,0.11845321314984852
0.002794674577901364,2.3422694272930418,0.11845321314985495
0.0027946745779018445,2.342269427293044,0.11845321314985094
0.002794674577901405,2.342269427293047,0.11845321314985766
0.002794674577901065,2.3422694272930453,0.11845321314985384
0.002794674577901048,2.342269427293044,0.11845321314985009
0.0027946745779017586,2.3422694272930427,0.11845321314985066
0.00279467457790264,2.342269427293043,0.11845321314986197
0.0027946745779019685,2.3422694272930444,0.1184532131498538
0.002794674577901432,2.342269427293044,0.11845321314985338
0.0027946745779022686,2.3422694272930444,0.11845321314986691
0.0027946745779015084,2.3422694272930418,0.1184532131498655
0.0027946745779020427,2.3422694272930444,0.11845321314986565
0.0027946745779026355,2.3422694272930418,0.11845321314987256
0.0027946745779003214,2.342269427293043,0.11845321314985831
0.0027946745779018857,2.3422694272930427,0.11845321314986056
0.0027946745779012503,2.342269427293044,0.11845321314985495
0.0027946745779017478,2.3422694272930427,0.1184532131498509
0.00279467457790133,2.3422694272930427,0.11845321314985643
0.0027946745778997684,2.342269427293044,0.11845321314985942
0.002794674577902812,2.3422694272930418,0.11845321314984841
0.0027946745779014103,2.3422694272930427,0.11845321314985399
0.0027946745779012247,2.3422694272930418,0.1184532131498543
0.0027946745779025774,2.3422694272930427,0.11845321314986251
