1/L/200,1/L/k,2/L/sqrt(k)
24.546304044795153,509.89513033640554,22.666900469674157
29.039872855515963,1588.2681975586713,27.769628964571115
11.689499990501993,2424.3001327001766,11.723338850263787
3.554625689720069,2961.859156544062,3.83466720545181
1.0187947137180897,3283.975213948459,1.1843457389404441
0.2986193933811075,3470.9309143315977,0.3590182005095552
0.0901422558619545,3577.9070690847707,0.10422974419545487
0.02913406267754853,3638.840576691561,0.03032815911674727
0.01177602424042771,3673.6067486460124,0.012019809377401078
0.006819518480156819,3693.5734855196665,0.00864187681894986
0.005471064524378241,3705.168637901594,0.008689117211264467
0.005586167386459616,3712.0091417494696,0.009698137806130278
0.006476982231254129,3716.1286368479814,0.011155496736063815
0.007648125958631328,3718.673078890855,0.012702767154311555
0.008725069408393255,3720.291408111759,0.014025400535213877
0.009520717170106163,3721.354011148659,0.014967029510550903
0.010009897948672563,3722.0746867238945,0.015529200054392286
0.01025433600836369,3722.578751529558,0.015798954600097885
0.010338185503831034,3722.9411354972376,0.015880948238422808
0.010333697037903525,3723.2077598886,0.015861540990510625
0.010290795349512976,3723.407595419495,0.01579918528339563
0.01023884967115936,3723.559514390447,0.01572786959243136
0.010192351388267287,3723.6762254798664,0.01566428640721791
0.010156534473951739,3723.7665657536427,0.015614475232243566
0.010131645272117603,3723.8368610570114,0.01557872665068327
0.01011575131514474,3723.891752806164,0.015554775188074157
0.010106370562925024,3723.9347149522737,0.015539658073139643
0.010101273357899319,3723.968387760699,0.015530647275295444
0.010098769193791737,3723.9948007531907,0.015525601522775143
0.010097715975152544,3724.015526682647,0.01552300093059459
0.010097411231176627,3724.031791196848,0.01552184172539751
0.010097457966993155,3724.044553039968,0.015521495447292663
0.01009764921943293,3724.0545639839206,0.015521583238519121
0.010097885133504188,3724.0624143645746,0.015521882139938879
0.010098120763064643,3724.0685681099017,0.015522262831677281
0.010098336887923512,3724.073389922979,0.015522651513194303
0.01009852557810848,3724.0771665052275,0.015523007762684074
0.010098683964627953,3724.0801231930454,0.015523311857100423
0.010098811906882558,3724.082437032386,0.015523557226799479
0.01009891113981094,3724.0842470689017,0.015523745570632267
0.010098984783085749,3724.085662452982,0.015523883409337545
0.010099036841987555,3724.086768825128,0.015523979559600564
0.010099071676327103,3724.087633346262,0.015524043330807025
0.010099093520996597,3724.08830865915,0.015524083346306929
0.01009910613288161,3724.088836006868,0.015524106893264713
0.010099112593387902,3724.089247686248,0.015524119684307051
0.010099115253424551,3724.0895689770973,0.015524125903665338
0.010099115783418423,3724.089819658266,0.01552412841892399
0.010099115284389549,3724.090015198363,0.015524129062089624
0.01009911442152935,3724.090167690356,0.015524128912876968
0.010099113552973923,3724.090286584781,0.015524128544961208
0.01009911283830492,3724.0903792645145,0.015524128218544844
0.010099112320926444,3724.09045149533,0.015524128017858506
0.010099111985067008,3724.090507778668,0.015524127941140553
0.010099111791539245,3724.0905516278535,0.015524127954118897
0.010099111697800207,3724.090585784284,0.015524128018037757
0.010099111667384093,3724.0906123864465,0.015524128101724797
0.010099111672943173,3724.0906331021497,0.015524128184653131
0.01009911169593314,3724.09064923175,0.015524128255767048
0.010099111724912978,3724.0906617889677,0.01552412831086357
0.010099111753515728,3724.09067156387,0.015524128349922154
0.010099111778683396,3724.0906791720968,0.015524128375040955
0.010099111799346958,3724.090685093309,0.015524128389099223
0.010099111815511328,3724.0906897011423,0.01552412839493826
0.01009911182766615,3724.0906932865914,0.015524128395036363
0.010099111836514626,3724.0906960762877,0.015524128391383148
0.010099111842727725,3724.0906982466618,0.015524128385492985
0.010099111846931305,3724.0906999350887,0.015524128378474233
0.010099111849659606,3724.0907012485163,0.015524128371107122
0.010099111851313392,3724.09070227015,0.015524128363926021
0.010099111852233124,3724.0907030647777,0.015524128357269613
0.010099111852662993,3724.0907036828207,0.01552412835133149
0.010099111852793042,3724.090704163488,0.015524128346201043
0.010099111852743143,3724.0907045373147,0.015524128341884035
0.010099111852599396,3724.090704828017,0.015524128338340456
0.010099111852434634,3724.090705054088,0.01552412833549016
0.010099111852266203,3724.090705229879,0.015524128333246148
0.01009911185210735,3724.0907053665655,0.01552412833151685
0.010099111851976738,3724.090705472854,0.015524128330208595
0.010099111851884331,3724.0907055554994,0.015524128329235632
0.010099111851809991,3724.0907056197616,0.015524128328520131
0.010099111851757252,3724.090705669722,0.015524128328006231
0.010099111851715494,3724.0907057085856,0.015524128327633065
0.010099111851690115,3724.0907057387867,0.01552412832737934
0.010099111851676026,3724.090705762274,0.015524128327204461
0.010099111851666292,3724.0907057805375,0.015524128327086592
0.01009911185166384,3724.0907057947384,0.015524128327003337
0.01009911185166188,3724.0907058057883,0.015524128326955093
0.010099111851655686,3724.090705814372,0.015524128326922581
0.010099111851652827,3724.0907058210464,0.015524128326906026
0.01009911185165507,3724.090705826227,0.015524128326896479
0.010099111851656403,3724.0907058302655,0.015524128326884797
0.010099111851658921,3724.090705833408,0.015524128326877999
0.010099111851658444,3724.0907058358443,0.015524128326876463
0.010099111851655377,3724.090705837735,0.015524128326874961
0.010099111851652392,3724.0907058392077,0.01552412832687343
0.010099111851651656,3724.090705840348,0.015524128326872277
0.010099111851652512,3724.0907058412345,0.015524128326870081
0.010099111851653238,3724.090705841927,0.0155241283268693
0.010099111851652583,3724.090705842469,0.015524128326867647
