percent = 1,percent = 3,percent = 5
3.420699960583985,3.3476247273726396,3.2405666471102563
8.896773509659354,8.527600941897992,8.43899735727419
11.213050344094754,10.724764064426125,10.948182364797617
9.021849050849998,8.743312511030304,8.930723161842089
5.374476160089566,5.319724185591972,5.346553788633345
2.640493527382618,2.65606549751494,2.6408826179538005
1.249170778167693,1.2631482917928567,1.2558784273419261
0.7289813553969942,0.7306710174845782,0.7359851526802478
0.5541968388234695,0.5620489673099678,0.5627838375354188
0.45767632712444173,0.46301918440028694,0.4794593844948493
0.3541368170241611,0.35479652509510795,0.366518428487192
0.24611847328393854,0.24647633299053068,0.25798791536878696
0.15183984543385343,0.16020621316495393,0.1629421341724427
0.08747207633146872,0.0943709875607049,0.10107151183701031
0.047518092193296876,0.05183048426822267,0.05905601969669148
0.02499969082797385,0.028197225503156696,0.03233004407085605
0.014035739792106922,0.015444771529681055,0.014598402706290573
0.00841561540318367,0.008938080589129923,0.008272114455228378
0.0054309352792159425,0.0069996659909060096,0.004644628281737175
0.0037030885154447123,0.0056051816497008,0.0021991764378257784
0.0027655706396550357,0.005045040769988076,0.0011271940997082648
0.0021645957616336017,0.0029173120619800756,0.0003870459818812781
0.0018150325697242227,0.002397037683828519,0.0004238941057594015
0.001097336129280894,0.0021224371666113584,0.0006917239515094007
0.0007355905966093229,0.0016341477376513203,0.0002695656320225879
0.0006999091094653553,0.0008858439704474881,0.0003035691079339584
0.0004481093255746583,0.0007590911752645089,0.0003980471955982476
0.00029372516666576517,0.00013997603573003727,0.00033723602192914544
0.00010984033028196128,0.00013813238331951896,0.00014780539244418288
6.078729696202745e-05,0.00014604803870682626,0.00010139954367340191
6.358520283529304e-05,0.00011200249410324861,0.0003517624967406833
5.2777340223401324e-05,0.00014113194186735837,3.384438258193949e-05
4.926294286752029e-05,0.0003662630381091035,0.00029227659015939017
2.206456675516111e-05,7.176764239628588e-05,0.0004835762186523345
7.91407201836151e-06,0.00019963852639494735,0.0005144101106953742
1.9193205708518044e-05,0.0003392000131737203,0.0012895789695553017
5.0986905761111604e-05,9.779555334630176e-05,0.0016026539898189593
2.1904759264693776e-05,1.7464726598868e-05,0.0008819878817223896
2.425773096108457e-06,5.0136962516168414e-05,0.001438138320735257
2.040421848852939e-06,0.00017552834768738728,0.00033177866854609524
4.26563858292219e-06,0.0004965960907423786,2.2467741014748477e-05
2.6033235117262278e-05,0.0006014474027141773,1.2576138637087033e-05
3.7515346344634783e-06,9.369331162265605e-05,0.0005232520023617891
2.3470896234967824e-06,3.060961606794156e-05,0.0007041668851356584
8.087849420882936e-05,3.734444717280653e-05,6.59513214234501e-05
8.634621681286039e-05,5.6547894601906245e-05,1.4306292247579889e-05
4.960450742266119e-05,0.00012729368314812507,7.198807067661905e-05
6.719274989462374e-05,2.43832103526188e-05,0.00017819890042676482
5.7883970482560526e-05,0.00023248009495158343,0.00015764573493764344
3.420354862956588e-05,0.00026341805189032176,0.0003593602157504867
6.9187766227866774e-06,0.0002303410577138121,0.00011852007867158327
2.051206139234139e-05,7.63529834783194e-05,6.72221041665371e-07
6.93983063201963e-06,4.10983751122118e-05,0.00018525908253622914
6.134331226288704e-06,4.46494012381506e-05,0.00037293431334447526
3.4185907316886553e-06,3.034969709052237e-06,0.0012625311464928553
5.027408641712576e-06,0.00017152553002794656,0.0007919482656165652
7.831716192097437e-06,0.0002910802737232256,0.00025785412337034895
4.366143332802755e-06,0.00015274322368221183,0.0007592744054591416
6.812871126406668e-06,0.00013778677018922846,0.0006587722562527448
1.7156702456892408e-05,1.3454373606763392e-05,0.0004097330766809718
1.3892192805807e-05,3.3444156522145824e-05,0.00017037812452931958
4.678001886289538e-06,2.51976111047109e-06,3.409088725677375e-05
8.71715609034543e-06,0.000177712716021615,9.382555717722241e-05
3.442703597429514e-06,0.00026517856225030694,0.00014010752304170561
1.222716654910178e-06,0.00024544803570028317,5.72683750004509e-05
1.4067206816092358e-06,0.00019380491034613715,6.5074026096364e-06
8.340217123318182e-06,0.00010728470093162933,2.712396925878378e-05
7.652006535634276e-06,0.00012838258413752472,2.8358275382052833e-05
5.113894455409054e-06,0.00011033721429980534,3.083725511068211e-05
1.3342690050806586e-05,0.00015862510792530072,0.00032899629998698433
9.073609725256378e-06,7.270124430282535e-05,0.0009283746285390454
2.1027027636256314e-05,0.00018326714039861513,8.738624660689085e-05
1.9828301702826195e-05,1.8096001998144828e-05,6.863555039513313e-05
4.110541190304296e-06,2.342952883128945e-05,0.0001794454895342025
1.5665547953090503e-06,0.0002073477710279595,0.0001934892387820519
2.527980287715173e-06,0.0001500149352616211,0.0006461466934692211
7.813689514786386e-07,1.4159711182116701e-05,6.560637634628112e-06
1.5001262122050492e-07,4.230575797535293e-06,2.249595272258095e-05
3.732772993470637e-07,3.380337704982483e-05,1.0122113722734985e-05
3.953020129002788e-06,0.0002837644279747152,1.8676639348680015e-05
7.792088715788574e-07,8.551715806868046e-05,2.1941897989773008e-05
2.049428737902175e-05,0.00016633105153857205,0.00018326672162081176
2.3049193984619823e-05,0.0002145951908061642,3.132718915531338e-05
4.770641001529766e-05,0.00022878824656607662,0.000121592862635981
5.178899386858387e-05,3.1765562477683986e-06,2.146713673414148e-05
2.1196722020417143e-05,7.917679052785398e-05,0.00022931733373849077
9.366116071625696e-07,9.893365463344749e-05,9.347809109558788e-05
1.1739224299165969e-05,3.3432414136980806e-05,3.187108686570527e-05
2.9595362893924617e-06,1.2906446429950705e-05,0.0003338161425268757
3.626046691531844e-05,3.401922711505866e-05,0.0014548786016147129
4.011244898412336e-05,9.566720918750531e-06,0.0022855458568847306
4.722719983987007e-07,2.7025714455567004e-06,0.0033683728212090275
1.2101557355100432e-05,1.4682006264218136e-06,0.0003205286961294299
1.1171925582080959e-05,5.779336958796374e-05,8.56762409837248e-06
4.722784482235373e-06,3.0239436801949648e-05,0.0008905055767348359
3.1223802493047414e-07,6.62775686271762e-05,0.0007309393459724132
3.92984671802737e-05,0.00013386190830959189,1.3805991280130055e-05
5.643043861411777e-05,0.0003197181117514215,0.0013426512553470103
4.627031748240977e-05,0.00017569189435881648,0.0004528615115994789
2.5896261777160195e-05,1.1172827449266809e-05,7.131758977873213e-05
2.9786610893058218e-05,7.999762946295602e-06,0.0001918873704071075
1.3122176926185461e-05,2.694108692297589e-06,1.0414036718262027e-06
1.5578307865339124e-05,0.00010000445524438859,0.0002753933093452089
2.3346263545357463e-05,4.2516025251646454e-05,5.609979669198225e-05
1.293062655622019e-05,1.1272711569550305e-05,2.2426509662702512e-05
2.6955454612549894e-06,1.38333609317024e-06,3.0634734519568146e-05
3.949396914680033e-07,1.7681564262538528e-05,1.978590530070377e-05
5.180377779140077e-07,0.00026629318251398897,0.0013305927477481481
2.7043957093273442e-06,8.251934342944802e-06,0.0012758374582896338
5.416245777823303e-07,1.7973693492007047e-06,0.0012999689369875586
1.0853008737395825e-06,1.7464573776825476e-06,0.0010542986875573084
4.85962871649286e-06,7.827815379741476e-06,0.0010838922802996057
6.732256821934666e-06,9.831219229996783e-06,0.00026123995460519407
1.9941990784615148e-07,2.019058516026792e-05,0.00045158377977930355
1.73015759951468e-07,0.00031231669203637594,0.000648036683260936
4.237990384893763e-06,0.0003486647978839162,0.0001257107233297544
1.2744904365307888e-05,7.73375961253939e-06,2.991453887463567e-06
2.2422187005655743e-07,1.0790107771058675e-05,0.00028131831800136755
8.476228962307987e-06,0.00012573888139782915,0.0007627977748000785
2.1617472528486075e-06,0.00027070872678664534,0.0005972379470542024
1.5387956734986554e-06,3.0589901565345066e-05,0.00016133059904691792
9.429411289989348e-06,6.0156995617928844e-05,2.1812435726058703e-05
3.5423177380481904e-06,8.21017577733017e-05,1.3307974608832326e-05
5.537806848160007e-06,6.713200658949956e-06,4.795641372256728e-06
4.960231285320763e-05,3.517275007822572e-05,0.00011150605949913399
9.777856710796176e-05,7.266787615143973e-06,6.322534610028735e-05
1.6962612267977808e-05,0.00021226828620171404,8.343489119294155e-05
2.6183355092553863e-06,0.0003794028217810015,0.00034671686480345417
1.574529371134589e-07,5.8124702074221426e-05,0.00017519814580433502
2.4015157535952568e-05,2.9283471103843633e-05,1.9658153814195397e-05
1.2336942709876145e-05,0.0001332966675152643,0.00029971443777616143
3.574693373726955e-05,2.1195902899888744e-06,0.00037215586849625434
0.00011120571415893918,3.563829093926615e-05,0.0009993985365147856
0.000152212354819702,3.628700536848549e-06,0.0020911454396186817
8.305692438606521e-05,2.3241341832423617e-05,0.0021032350635769893
1.8592990898155257e-05,1.7892454531190732e-05,0.001030328838361161
2.2729647557407536e-05,3.357060338156487e-05,1.9484640133843643e-05
